name,description,type,constellation,size,ra,dec,mag
IC 1,,**,Pegasus,,00 08 27.05,+27 43 03.6,
IC 2,,Galaxy,Cetus,0.98,00 11 00.88,-12 49 22.3,
IC 3,,Galaxy,Pisces,0.93,00 12 06.09,-00 24 54.8,
IC 4,,Galaxy,Pegasus,1.17,00 13 26.94,+17 29 11.2,
IC 5,,Galaxy,Cetus,0.99,00 17 34.93,-09 32 36.1,
IC 6,,Galaxy,Pisces,1.23,00 18 55.04,-03 16 33.9,
IC 7,,Galaxy,Pisces,0.90,00 18 53.16,+10 35 40.9,
IC 8,,Galaxy,Pisces,0.82,00 19 02.72,-03 13 19.5,
IC 9,,Galaxy,Cetus,0.59,00 19 43.98,-14 07 18.8,
IC 10,,Galaxy,Cassiopeia,6.76,00 20 17.34,+59 18 13.6,10.35
IC 11,NGC 281,Duplicate,Cassiopeia,,00 52 59.35,+56 37 18.8,
IC 12,,Galaxy,Pisces,0.96,00 20 15.05,-02 39 11.2,
IC 13,,Galaxy,Pisces,1.29,00 20 20.09,+07 42 01.8,
IC 14,,**,Pisces,,00 22 31.29,+10 29 24.9,
IC 15,,Galaxy,Cetus,0.44,00 27 57.59,-00 03 40.6,
IC 16,,Galaxy,Cetus,0.58,00 28 07.65,-13 05 38.1,
IC 17,,Galaxy,Cetus,0.67,00 28 29.78,+02 38 55.0,
IC 18,,Galaxy,Cetus,1.08,00 28 34.96,-11 35 12.1,
IC 19,,Galaxy,Cetus,0.79,00 28 39.48,-11 38 26.8,
IC 20,,Galaxy,Cetus,0.91,00 28 39.68,-13 00 37.1,
IC 21,,Galaxy,Cetus,0.49,00 29 10.43,-00 09 49.6,
IC 22,,Galaxy,Cetus,0.81,00 29 33.17,-09 04 50.7,
IC 23,,Galaxy,Cetus,0.85,00 30 50.80,-12 43 12.9,
IC 24,,**,Andromeda,,00 31 16.63,+30 50 21.5,
IC 25,,Galaxy,Cetus,0.86,00 31 12.09,-00 24 26.5,
IC 26,NGC 135,Duplicate,Cetus,,00 31 45.94,-13 20 14.9,
IC 27,,Galaxy,Cetus,0.58,00 33 06.24,-13 22 17.4,
IC 28,,Galaxy,Cetus,0.30,00 33 08.72,-13 27 22.6,
IC 29,,Galaxy,Cetus,0.66,00 34 10.80,-02 10 39.5,
IC 30,,Galaxy,Cetus,0.69,00 34 14.72,-02 05 04.5,
IC 31,,Galaxy,Pisces,1.16,00 34 24.63,+12 16 05.4,
IC 32,,Galaxy,Cetus,0.62,00 35 01.69,-02 08 30.1,
IC 33,,Galaxy,Cetus,0.78,00 35 05.16,-02 08 15.7,
IC 34,,Galaxy,Pisces,2.81,00 35 36.42,+09 07 27.3,
IC 35,,Galaxy,Pisces,0.90,00 37 39.88,+10 21 28.7,
IC 36,,Galaxy,Cetus,0.31,00 37 49.65,-15 26 28.6,
IC 37,,Galaxy,Cetus,0.67,00 38 34.18,-15 21 31.3,
IC 38,,Galaxy,Cetus,0.77,00 38 38.76,-15 25 11.4,
IC 39,NGC 178,Duplicate,Cetus,,00 39 08.40,-14 10 22.2,
IC 40,,Galaxy,Cetus,1.05,00 39 21.40,+02 27 22.4,
IC 41,,Galaxy,Cetus,0.71,00 39 40.37,-14 10 27.6,
IC 42,,Galaxy,Cetus,0.76,00 41 05.84,-15 25 41.1,
IC 43,,Galaxy,Andromeda,1.26,00 42 22.06,+29 38 29.9,13.25
IC 44,NGC 223,Duplicate,Cetus,,00 42 15.88,+00 50 43.8,
IC 45,,Other,Andromeda,,00 42 36.34,+29 39 18.9,
IC 46,,Galaxy,Andromeda,0.80,00 42 57.97,+27 15 12.5,
IC 47,,Galaxy,Cetus,0.41,00 42 55.01,-13 44 26.6,
IC 48,IC 1577,Galaxy,Cetus,1.12,00 43 34.47,-08 11 11.4,13.16
IC 49,,Galaxy,Cetus,1.28,00 43 56.13,+01 51 01.0,13.78
IC 50,,Galaxy,Cetus,1.02,00 46 05.71,-09 30 10.8,
IC 51,,Galaxy,Cetus,1.70,00 46 24.22,-13 26 32.5,
IC 52,,Galaxy,Pisces,0.95,00 48 23.78,+04 05 30.7,
IC 53,,Galaxy,Pisces,0.87,00 50 40.77,+10 36 01.0,
IC 54,,**,Cetus,,00 50 46.85,-02 17 16.0,
IC 55,,Galaxy,Pisces,0.55,00 51 42.39,+07 43 06.7,
IC 56,,Galaxy,Cetus,0.82,00 51 29.94,-12 50 39.5,
IC 57,,Galaxy,Pisces,1.03,00 54 48.50,+11 50 28.3,
IC 58,,Galaxy,Cetus,0.84,00 55 02.44,-13 40 41.1,
IC 59,,Reflection Nebula,Cassiopeia,10.00,00 57 28.61,+61 08 37.2,
IC 60,,Galaxy,Cetus,1.04,00 56 04.23,-13 21 28.5,
IC 61,,Galaxy,Pisces,1.34,00 57 07.20,+07 30 25.5,
IC 62,,Galaxy,Pisces,0.76,00 58 43.94,+11 48 28.8,
IC 63,,HII Emission Nebula,Cassiopeia,10.00,00 59 28.84,+60 54 42.1,
IC 64,,Galaxy,Pisces,1.03,00 59 24.42,+27 03 32.6,13.96
IC 65,,Galaxy,Andromeda,2.56,01 00 55.42,+47 40 55.1,
IC 66,,Galaxy,Pisces,1.23,01 00 32.50,+30 47 50.0,14.10
IC 67,,NonEx,Cetus,,01 00 17.66,-06 54 38.7,
IC 68,,NonEx,Cetus,,01 00 21.65,-06 56 38.8,
IC 69,,Galaxy,Pisces,0.76,01 01 23.66,+31 02 27.0,
IC 70,,Galaxy,Cetus,0.42,01 01 03.95,+00 03 02.7,
IC 71,,*,Cetus,,01 01 19.26,-06 46 01.8,
IC 72,,*,Cetus,,01 01 34.71,-06 46 40.6,
IC 73,,Galaxy,Pisces,0.62,01 04 52.95,+04 46 01.7,
IC 74,,Galaxy,Pisces,0.57,01 05 55.95,+04 05 24.9,
IC 75,,Galaxy,Pisces,0.66,01 07 11.61,+10 50 12.8,
IC 76,,Galaxy,Cetus,0.81,01 08 11.71,-04 33 16.2,
IC 77,,Galaxy,Cetus,0.52,01 08 43.75,-15 25 15.3,15.04
IC 78,,Galaxy,Cetus,1.75,01 08 47.70,-15 50 42.3,
IC 79,,Galaxy,Cetus,1.24,01 08 49.71,-15 56 54.9,
IC 80,,Galaxy Pair,Cetus,1.20,01 08 50.90,-15 24 27.0,
IC 80 NED01,,Galaxy,Cetus,1.50,01 08 50.70,-15 24 32.2,
IC 80 NED02,,Galaxy,Cetus,1.50,01 08 51.13,-15 24 22.7,12.90
IC 81,,Galaxy,Cetus,1.17,01 09 22.26,-01 41 45.1,
IC 82,,Galaxy,Cetus,0.91,01 09 05.79,-16 00 01.1,
IC 83,,Galaxy,Cetus,0.68,01 10 29.78,+01 41 21.7,
IC 84,,Galaxy,Cetus,0.67,01 11 25.60,+01 38 24.7,
IC 85,,*,Cetus,,01 11 49.55,-00 27 08.9,
IC 86,,Galaxy,Cetus,0.72,01 13 28.52,-16 14 30.0,
IC 87,,Galaxy,Cetus,0.69,01 14 15.79,+00 45 55.2,
IC 88,,Galaxy,Cetus,0.53,01 14 31.30,+00 47 30.3,18.07
IC 89,NGC 446,Duplicate,Pisces,,01 16 03.61,+04 17 38.8,
IC 90,,Galaxy,Cetus,1.25,01 16 30.35,-07 58 37.7,
IC 91,,Galaxy,Cetus,0.71,01 18 39.43,+02 33 13.2,
IC 92,NGC 468,Duplicate,Pisces,,01 19 48.50,+32 46 04.0,
IC 93,IC 1671,Galaxy,Cetus,1.21,01 19 02.34,-17 03 37.4,13.57
IC 94,,*,Pisces,,01 20 05.49,+32 43 02.4,
IC 95,,Galaxy,Cetus,0.61,01 19 17.88,-12 34 26.9,
IC 96,,Galaxy,Pisces,0.78,01 20 33.22,+29 37 02.1,
IC 97,NGC 475,Duplicate,Pisces,,01 20 02.00,+14 51 39.8,
IC 98,,Galaxy,Cetus,0.68,01 20 54.88,-12 36 17.0,
IC 99,,Galaxy,Cetus,0.58,01 22 27.36,-12 57 09.2,
IC 100,,Galaxy,Cetus,1.04,01 22 53.96,-04 38 34.9,
IC 101,,Galaxy,Pisces,1.24,01 24 08.55,+09 55 49.9,
IC 102,,Galaxy,Pisces,0.75,01 24 26.33,+09 53 11.6,
IC 103,,Galaxy,Cetus,0.95,01 24 36.44,+02 02 39.3,
IC 104,,**,Cetus,,01 24 33.60,-01 27 24.2,
IC 105,,Galaxy,Cetus,0.58,01 24 46.25,+02 04 31.0,
IC 106,NGC 530,Duplicate,Cetus,,01 24 41.65,-01 35 13.5,
IC 107,IC 1700,Galaxy,Pisces,1.62,01 25 24.66,+14 51 52.6,
IC 108,,Galaxy,Cetus,1.30,01 24 38.96,-12 38 08.1,
IC 109,,Galaxy,Cetus,0.76,01 25 13.09,+02 03 58.4,
IC 110,,Other,Pisces,,01 25 46.60,+33 30 52.9,
IC 111,,Other,Pisces,,01 26 00.13,+33 29 49.6,
IC 112,,Galaxy,Pisces,0.72,01 26 03.02,+11 26 34.7,
IC 113,,Galaxy,Pisces,0.35,01 26 25.50,+19 11 31.1,
IC 114,,Galaxy,Pisces,1.40,01 26 22.58,+09 54 35.8,
IC 115,,Galaxy,Pisces,0.76,01 26 54.44,+19 12 52.9,14.03
IC 116,,Galaxy,Cetus,0.87,01 26 50.57,-04 58 56.2,
IC 117,NGC 560,Duplicate,Cetus,,01 27 25.42,-01 54 46.7,
IC 118,,Galaxy,Cetus,0.72,01 27 36.04,-04 59 50.9,
IC 119,,Galaxy,Cetus,1.19,01 27 55.02,-02 02 25.7,
IC 120,,Galaxy,Cetus,0.92,01 28 12.96,-01 54 55.9,
IC 121,,Galaxy,Cetus,1.00,01 28 21.78,+02 30 46.9,
IC 122,,Galaxy,Cetus,0.65,01 28 13.20,-14 50 20.0,
IC 123,,Galaxy,Cetus,0.67,01 28 51.46,+02 26 47.2,15.16
IC 124,,*,Cetus,,01 29 09.08,-01 56 13.3,
IC 125,,Galaxy,Cetus,0.61,01 29 18.35,-13 16 47.4,
IC 126,,Galaxy,Cetus,0.89,01 29 47.86,-01 59 01.5,
IC 127,,Galaxy,Cetus,1.69,01 29 47.61,-06 58 48.2,9.20
IC 128,,Galaxy,Cetus,0.82,01 31 23.87,-12 37 27.8,
IC 129,,Galaxy,Cetus,1.23,01 31 31.26,-12 39 15.8,
IC 130,,Galaxy,Cetus,0.75,01 31 28.74,-15 35 29.8,
IC 131,,HII Emission Nebula,Triangulum,0.30,01 33 14.58,+30 45 11.7,
IC 132,,HII Emission Nebula,Triangulum,0.67,01 33 15.92,+30 56 44.2,14.82
IC 133,,HII Emission Nebula,Triangulum,0.45,01 33 15.18,+30 53 18.2,18.45
IC 134,,*,Triangulum,,01 33 25.00,+30 54 02.4,15.98
IC 135,,HII Emission Nebula,Triangulum,0.40,01 34 15.53,+30 37 12.3,
IC 136,,*Ass,Triangulum,,01 34 16.04,+30 33 43.4,
IC 137,,*Ass,Triangulum,,01 33 38.91,+30 31 21.0,
IC 138,,Galaxy,Cetus,1.12,01 33 01.98,-00 41 23.4,
IC 139,,*Ass,Triangulum,,01 33 59.24,+30 34 02.8,
IC 140,,*Ass,Triangulum,,01 33 58.17,+30 33 00.5,
IC 141,,Galaxy,Cetus,1.23,01 32 51.71,-14 48 52.6,
IC 142,,HII Emission Nebula,Triangulum,0.50,01 33 55.53,+30 45 28.1,14.20
IC 143,,HII Emission Nebula,Triangulum,0.30,01 34 10.93,+30 46 35.1,
IC 144,,Galaxy,Cetus,0.74,01 37 40.85,-13 18 52.8,
IC 145,,Galaxy,Cetus,0.69,01 38 38.48,+00 44 29.4,
IC 146,NGC 648,Duplicate,Cetus,,01 38 39.79,-17 49 52.3,
IC 147,,Galaxy,Cetus,0.76,01 39 59.75,-14 51 45.5,
IC 148,,Galaxy,Pisces,1.82,01 42 26.97,+13 58 37.3,
IC 149,,Galaxy,Cetus,1.27,01 42 25.38,-16 18 01.5,
IC 150,,Galaxy,Pisces,0.88,01 42 57.52,+04 12 00.6,
IC 151,,Other,Pisces,,01 43 57.47,+13 12 09.4,
IC 152,,Other,Pisces,,01 44 07.39,+13 02 09.1,
IC 153,,Other,Pisces,,01 44 36.21,+12 37 44.2,
IC 154,,Galaxy,Pisces,1.19,01 45 16.27,+10 38 57.1,
IC 155,,Other,Cassiopeia,,01 47 32.33,+60 36 39.0,
IC 156,,Galaxy,Pisces,1.51,01 45 29.21,+10 33 09.8,
IC 157,,Other,Pisces,,01 45 42.40,+12 52 24.0,
IC 158,,Galaxy,Cetus,0.70,01 45 53.52,-06 56 08.5,
IC 159,,Galaxy,Cetus,1.35,01 46 25.05,-08 38 11.8,
IC 160,,Galaxy,Cetus,1.28,01 46 29.56,-13 14 51.8,
IC 161,,Galaxy,Pisces,0.90,01 48 43.74,+10 30 28.4,
IC 162,,Galaxy,Pisces,1.32,01 48 53.43,+10 31 17.8,
IC 163,,Galaxy,Aries,1.62,01 49 14.99,+20 42 40.7,13.26
IC 164,,Galaxy,Cetus,1.58,01 49 08.41,-03 54 15.8,
IC 165,NGC 684,Duplicate,Triangulum,,01 50 14.02,+27 38 44.4,
IC 166,,Open Cluster,Cassiopeia,7.50,01 52 23.82,+61 51 09.4,11.70
IC 167,,Galaxy,Aries,1.60,01 51 08.56,+21 54 46.1,13.26
IC 168,,Galaxy,Cetus,1.12,01 50 27.63,-08 31 22.6,
IC 169,,Galaxy,Cetus,0.74,01 50 39.36,-12 40 46.6,
IC 170,,Galaxy,Cetus,0.78,01 51 57.52,-08 31 03.4,
IC 171,,Galaxy,Triangulum,2.26,01 55 10.21,+35 16 54.8,
IC 172,,Galaxy,Cetus,0.48,01 54 54.23,+00 48 40.4,
IC 173,,Galaxy,Cetus,0.92,01 55 57.15,+01 17 06.6,14.09
IC 174,,Galaxy,Pisces,1.49,01 56 16.08,+03 45 42.7,
IC 175,,Galaxy,Cetus,0.52,01 56 18.86,+01 19 56.7,
IC 176,,Galaxy,Cetus,1.78,01 56 53.40,-02 01 08.3,
IC 177,,Galaxy,Cetus,0.51,01 57 00.58,-00 05 23.5,
IC 178,,Galaxy,Andromeda,0.94,01 58 54.87,+36 40 28.9,13.28
IC 179,,Galaxy,Andromeda,1.12,02 00 11.50,+38 01 16.8,12.56
IC 180,,Galaxy,Aries,0.83,02 00 00.41,+23 36 15.6,
IC 181,,Galaxy,Aries,0.57,02 00 02.33,+23 39 31.1,
IC 182,,Galaxy,Pisces,1.06,01 59 51.81,+07 24 42.6,
IC 183,,Galaxy,Cetus,1.19,01 59 34.05,-05 20 49.7,
IC 184,,Galaxy,Cetus,1.12,01 59 51.23,-06 50 25.4,13.89
IC 185,,Galaxy,Cetus,0.79,02 00 06.04,-01 31 42.0,
IC 186,,GTrpl,Cetus,1.10,02 00 24.50,-01 33 06.2,
IC 186A,,Galaxy,Cetus,1.21,02 00 24.00,-01 33 10.3,
IC 186B,,Galaxy,Cetus,0.69,02 00 25.45,-01 32 59.3,
IC 186 NED03,,Galaxy,Cetus,0.25,02 00 25.40,-01 33 03.0,
IC 187,,Galaxy,Triangulum,2.23,02 01 30.76,+26 28 51.5,
IC 188,,Galaxy,Triangulum,0.54,02 01 46.50,+26 32 48.8,
IC 189,,Galaxy,Aries,0.78,02 01 52.91,+23 33 05.4,
IC 190,,Galaxy,Aries,0.25,02 02 07.28,+23 32 59.4,
IC 191,NGC 794,Duplicate,Aries,,02 02 29.33,+18 22 22.8,
IC 192,,Galaxy,Aries,0.95,02 02 32.39,+16 00 51.0,
IC 193,,Galaxy,Aries,1.36,02 02 30.98,+11 05 35.1,
IC 194,,Galaxy,Pisces,1.85,02 03 05.22,+02 36 51.3,
IC 195,,Galaxy,Aries,1.46,02 03 44.61,+14 42 33.4,13.15
IC 196,,Galaxy,Aries,2.47,02 03 49.80,+14 44 20.9,
IC 197,,Galaxy,Pisces,1.01,02 04 04.93,+02 47 12.6,
IC 198,,Galaxy,Pisces,1.01,02 06 03.12,+09 17 44.0,
IC 199,IC 1778,Galaxy,Pisces,1.28,02 06 19.40,+09 13 38.7,
IC 200,,Galaxy,Triangulum,1.38,02 05 26.64,+31 10 31.2,12.82
IC 201,,Galaxy,Cetus,0.54,02 07 15.29,+09 06 54.2,
IC 202,,Galaxy,Cetus,1.35,02 07 28.66,+09 10 05.9,
IC 203,,Galaxy,Cetus,0.60,02 07 29.65,+09 07 21.5,
IC 204,,Galaxy,Cetus,0.55,02 07 27.08,-01 25 48.7,
IC 205,,Galaxy,Cetus,0.92,02 07 27.43,-02 05 28.6,
IC 206,,Galaxy,Cetus,1.22,02 09 30.68,-06 58 06.2,
IC 207,,Galaxy,Cetus,1.81,02 09 39.35,-06 55 19.9,
IC 208,,Galaxy,Cetus,1.32,02 08 27.74,+06 23 41.7,
IC 209,,Galaxy,Cetus,1.51,02 08 58.71,-07 03 32.1,
IC 210,,Galaxy,Cetus,2.35,02 09 28.28,-09 40 49.2,
IC 211,,Galaxy,Cetus,1.66,02 11 08.00,+03 51 09.0,
IC 212,,Galaxy,Aries,0.79,02 13 38.26,+16 35 38.2,
IC 213,,Galaxy,Aries,1.43,02 14 04.28,+16 27 21.2,13.20
IC 214,,Galaxy,Cetus,0.58,02 14 05.59,+05 10 23.7,14.16
IC 215,,Galaxy,Cetus,0.84,02 14 09.46,-06 48 22.8,
IC 216,,Galaxy,Cetus,0.50,02 15 55.52,-02 00 54.4,
IC 217,IC 1787,Galaxy,Cetus,2.00,02 16 10.44,-11 55 36.2,
IC 218,,Galaxy,Cetus,0.91,02 17 07.25,+01 16 56.4,
IC 219,,Galaxy,Cetus,1.56,02 18 38.83,-06 54 12.0,
IC 220,,Galaxy,Cetus,0.67,02 19 11.73,-12 46 53.9,
IC 221,,Galaxy,Triangulum,1.54,02 22 40.90,+28 15 25.1,
IC 222,,Galaxy,Aries,0.84,02 22 47.85,+11 38 18.0,
IC 223,,Galaxy,Cetus,1.15,02 22 01.10,-20 44 45.3,
IC 224,,Galaxy,Cetus,0.86,02 24 45.14,-12 33 52.1,
IC 225,,Galaxy,Cetus,1.01,02 26 28.29,+01 09 37.9,
IC 226,,Galaxy,Triangulum,0.81,02 27 45.93,+28 12 31.8,
IC 227,,Galaxy,Triangulum,2.01,02 28 03.61,+28 10 31.2,
IC 228,NGC 944,Duplicate,Cetus,,02 26 41.53,-14 30 56.3,
IC 229,,Other,Cetus,,02 27 22.09,-23 48 46.8,
IC 230,,Galaxy,Cetus,0.64,02 28 47.29,-10 49 52.9,
IC 231,,Galaxy,Cetus,0.74,02 29 56.39,+01 10 44.7,
IC 232,,Galaxy,Cetus,1.10,02 31 11.62,+01 15 56.3,
IC 233,,Galaxy,Cetus,0.33,02 31 40.70,+02 48 35.7,
IC 234,,Galaxy,Cetus,0.69,02 31 37.72,-00 08 24.9,
IC 235,,Galaxy,Aries,0.39,02 32 50.79,+20 38 28.5,14.35
IC 236,,Galaxy,Cetus,0.74,02 32 55.81,-00 07 52.5,
IC 237,,Galaxy,Cetus,0.54,02 33 31.57,+01 08 23.6,
IC 238,,Galaxy,Aries,1.38,02 35 22.68,+12 50 15.8,
IC 239,,Galaxy,Andromeda,4.25,02 36 27.88,+38 58 11.7,11.20
IC 240,,Other,Perseus,,02 38 58.57,+41 43 09.9,
IC 241,,Galaxy,Cetus,0.90,02 37 54.50,+02 19 40.9,
IC 242,,**,Cetus,,02 38 23.93,-06 56 02.2,
IC 243,,Galaxy,Cetus,1.22,02 38 32.16,-06 54 07.7,
IC 244,,Galaxy,Cetus,0.70,02 39 24.73,+02 43 43.7,
IC 245,,Galaxy,Cetus,1.11,02 38 54.64,-14 18 20.0,
IC 246,,Galaxy,Cetus,0.69,02 40 28.60,+02 28 43.1,
IC 247,,Galaxy,Cetus,0.88,02 40 08.78,-11 44 01.6,
IC 248,,Galaxy,Aries,0.99,02 41 25.83,+17 48 44.0,
IC 249,NGC 961,Duplicate,Cetus,,02 41 02.49,-06 56 09.3,
IC 250,,Galaxy,Cetus,0.91,02 40 54.27,-13 18 48.8,
IC 251,,Galaxy,Cetus,0.84,02 41 13.85,-14 57 28.2,
IC 252,,Galaxy,Cetus,1.01,02 41 45.13,-14 50 53.7,
IC 253,,Galaxy,Cetus,0.95,02 42 05.75,-15 02 48.6,
IC 254,,Galaxy,Cetus,0.26,02 42 04.98,-15 06 23.9,
IC 255,,Galaxy,Aries,0.59,02 47 03.21,+16 17 16.9,
IC 256,,Galaxy,Perseus,0.46,02 49 40.30,+46 57 16.8,
IC 257,,Galaxy,Perseus,1.93,02 49 45.44,+46 58 34.3,12.68
IC 258,,Galaxy,Perseus,1.48,02 49 46.10,+41 03 06.0,
IC 259,,Galaxy,Perseus,0.69,02 49 40.88,+41 03 18.4,
IC 260,,Galaxy,Perseus,1.53,02 51 00.88,+46 57 17.2,
IC 261,NGC 1120,Duplicate,Eridanus,,02 49 04.09,-14 28 14.5,
IC 262,,Galaxy,Perseus,2.10,02 51 43.27,+42 49 41.8,
IC 263,,Galaxy,Cetus,0.65,02 49 39.96,-00 04 11.5,
IC 264,,Galaxy,Cetus,0.50,02 48 47.62,-00 06 33.1,16.88
IC 265,,Galaxy,Perseus,0.71,02 54 43.98,+41 39 19.2,
IC 266,,Galaxy,Perseus,0.74,02 55 04.83,+42 15 44.4,
IC 267,,Galaxy,Aries,1.86,02 53 50.25,+12 50 57.2,13.09
IC 268,,Galaxy,Eridanus,0.97,02 55 26.95,-14 06 10.8,
IC 269,,Galaxy,Eridanus,1.19,02 55 26.49,-14 04 00.5,
IC 270,,Galaxy,Eridanus,1.80,02 55 44.19,-14 12 28.4,
IC 271,,Galaxy,Eridanus,1.06,02 55 59.45,-12 00 28.3,
IC 272,,Galaxy,Eridanus,0.96,02 56 06.44,-14 11 11.9,
IC 273,,Galaxy,Cetus,1.49,02 57 10.78,+02 46 30.2,
IC 274,,Other,Perseus,,03 00 05.23,+44 12 47.4,
IC 275,,GTrpl,Perseus,1.00,03 00 57.30,+44 20 54.0,
IC 275 NED01,,Galaxy,Perseus,0.32,03 00 55.87,+44 20 46.7,
IC 275 NED02,,Galaxy,Perseus,1.38,03 00 55.90,+44 21 01.3,
IC 275 NED03,,Galaxy,Perseus,0.30,03 00 58.67,+44 21 00.6,
IC 276,,Galaxy,Eridanus,1.67,02 58 41.06,-15 42 11.2,
IC 277,,Galaxy,Cetus,1.00,02 59 50.60,+02 46 16.9,13.12
IC 278,,Galaxy,Perseus,2.17,03 01 30.44,+37 45 57.6,
IC 279,,Galaxy,Aries,0.54,03 01 12.21,+16 12 33.2,
IC 280,,Other,Perseus,,03 03 03.61,+42 21 33.5,
IC 281,NGC 1177,Duplicate,Perseus,,03 04 37.13,+42 21 46.2,
IC 282,NGC 1198,Duplicate,Perseus,,03 06 13.24,+41 50 56.2,
IC 283,,Galaxy,Cetus,0.71,03 03 50.46,-00 12 16.0,17.93
IC 284,,Galaxy,Perseus,4.29,03 06 09.91,+42 22 18.9,11.59
IC 285,,Galaxy,Eridanus,1.45,03 04 06.22,-12 00 55.6,
IC 286,,Other,Eridanus,,03 04 47.22,-06 29 04.3,
IC 287,,Galaxy,Eridanus,0.81,03 04 57.82,-12 04 13.6,
IC 288,,Galaxy,Perseus,1.01,03 07 32.91,+42 23 15.2,
IC 289,,Planetary Nebula,Cassiopeia,0.58,03 10 19.26,+61 19 00.4,13.20
IC 290,IC 1884,Galaxy,Perseus,1.24,03 09 42.74,+40 58 27.2,
IC 291,,Galaxy,Eridanus,1.19,03 07 26.45,-12 35 14.8,
IC 292,IC 1887,Galaxy,Perseus,1.19,03 10 12.92,+40 45 56.4,13.47
IC 293,IC 1888,Galaxy,Perseus,1.05,03 10 56.16,+41 08 13.6,
IC 294,IC 1889,Galaxy,Perseus,1.49,03 11 03.11,+40 37 19.6,
IC 295,,Other,Perseus,,03 11 00.74,+40 36 54.9,
IC 296,,Other,Perseus,,03 11 04.77,+40 37 36.7,
IC 297,,**,Perseus,,03 13 18.38,+42 08 55.6,
IC 298,,Galaxy Pair,Cetus,0.80,03 11 18.90,+01 18 53.0,
IC 298A,,Galaxy,Cetus,0.54,03 11 18.50,+01 18 54.1,
IC 298B,,Galaxy,Cetus,0.43,03 11 19.53,+01 18 48.2,
IC 299,,Galaxy,Eridanus,0.87,03 11 02.55,-13 06 34.5,
IC 300,,Galaxy,Perseus,0.65,03 14 16.02,+42 24 55.2,
IC 301,,Galaxy,Perseus,1.26,03 14 47.71,+42 13 21.5,
IC 302,,Galaxy,Cetus,1.84,03 12 51.27,+04 42 25.3,12.89
IC 303,,Galaxy,Eridanus,0.59,03 12 40.87,-11 41 23.8,
IC 304,,Galaxy,Perseus,1.06,03 15 01.37,+37 52 54.6,
IC 305,,Galaxy,Perseus,0.79,03 15 03.80,+37 51 36.0,
IC 306,,Galaxy,Eridanus,0.71,03 13 00.21,-11 42 56.5,
IC 307,,Galaxy,Cetus,1.60,03 13 45.21,-00 14 29.2,
IC 308,,Galaxy,Perseus,1.16,03 16 15.83,+41 10 50.7,14.22
IC 309,,Galaxy,Perseus,1.02,03 16 06.29,+40 48 16.4,
IC 310,,Galaxy,Perseus,1.50,03 16 42.98,+41 19 29.9,12.71
IC 311,,Galaxy,Perseus,1.00,03 16 46.73,+40 00 13.0,
IC 312,,Galaxy,Perseus,1.19,03 18 08.61,+41 45 14.8,
IC 313,,Galaxy,Perseus,1.26,03 20 57.90,+41 53 37.8,
IC 314,NGC 1289,Duplicate,Eridanus,,03 18 49.81,-01 58 24.0,
IC 315,,Galaxy,Cetus,0.68,03 19 09.34,+04 02 18.8,
IC 316,,Galaxy Pair,Perseus,0.80,03 21 19.90,+41 55 50.0,
IC 316 NED01,,Galaxy,Perseus,0.45,03 21 19.95,+41 55 44.2,
IC 316 NED02,,Galaxy,Perseus,1.06,03 21 19.90,+41 55 54.9,
IC 317,,Galaxy,Eridanus,0.88,03 18 55.51,-12 44 24.7,
IC 318,,Galaxy,Eridanus,1.08,03 20 43.83,-14 34 05.6,
IC 319,,*,Perseus,,03 23 29.05,+41 24 58.9,
IC 320,,Galaxy,Perseus,1.12,03 25 59.18,+40 47 20.5,
IC 321,,Galaxy,Eridanus,1.03,03 24 29.59,-14 59 07.7,
IC 322,,Galaxy,Taurus,0.76,03 26 00.47,+03 40 50.0,
IC 323,,Other,Perseus,,03 29 33.55,+41 51 18.3,
IC 324,NGC 1331,Duplicate,Eridanus,,03 26 28.29,-21 21 19.1,
IC 325,,Galaxy,Eridanus,0.83,03 30 48.86,-07 02 48.2,
IC 326,,Galaxy,Eridanus,1.13,03 30 36.61,-14 25 32.0,
IC 327,,Galaxy,Eridanus,0.80,03 31 09.98,-14 41 31.7,
IC 328,,Galaxy,Eridanus,0.67,03 31 10.95,-14 38 16.3,
IC 329,,Galaxy,Taurus,1.00,03 32 01.37,+00 16 46.0,
IC 330,,Galaxy,Taurus,1.02,03 32 08.03,+00 21 12.2,
IC 331,,Galaxy,Taurus,0.91,03 32 19.08,+00 16 57.2,
IC 332,,Galaxy,Taurus,0.97,03 32 37.42,+01 22 57.2,
IC 333,,Other,Eridanus,,03 34 03.38,-04 35 05.6,
IC 334,,Galaxy,Camelopardalis,2.34,03 45 17.08,+76 38 17.9,11.50
IC 335,IC 1963,Galaxy,Fornax,2.62,03 35 31.04,-34 26 49.4,
IC 336,,Nebula,Taurus,,03 37 57.04,+23 21 47.3,
IC 337,,Other,Eridanus,,03 37 04.30,-06 43 16.3,
IC 338,,Galaxy,Taurus,0.84,03 37 38.10,+03 07 07.6,
IC 339,,*,Eridanus,,03 38 02.23,-18 23 52.0,
IC 340,,Galaxy,Eridanus,1.61,03 39 29.11,-13 06 54.4,
IC 341,,Nebula,Taurus,134.90,03 40 55.69,+21 57 36.7,
IC 342,,Galaxy,Camelopardalis,19.77,03 46 48.50,+68 05 46.9,
IC 343,,Galaxy,Eridanus,1.51,03 40 07.14,-18 26 36.5,13.20
