name,description,type,constellation,size,ra,dec,mag
NGC 3836,,Galaxy Pair,Crater,1.50,11 43 29.80,-16 47 44.0,
NGC 3836 NED01,,Galaxy,Crater,0.43,11 43 29.51,-16 47 39.3,
NGC 3836 NED02,,Galaxy,Crater,1.20,11 43 29.84,-16 47 47.3,
NGC 3837,,Galaxy,Leo,0.93,11 43 56.43,+19 53 40.5,13.24
NGC 3838,,Galaxy,Ursa Major,1.43,11 44 13.76,+57 56 53.6,12.32
NGC 3839,,Galaxy,Leo,1.04,11 43 54.33,+10 47 04.9,
NGC 3840,,Galaxy,Leo,0.79,11 43 58.96,+20 04 37.3,13.94
NGC 3841,,Galaxy,Leo,0.99,11 44 02.15,+19 58 18.8,13.55
NGC 3842,,Galaxy,Leo,2.14,11 44 02.15,+19 56 59.3,11.84
NGC 3843,,Galaxy,Virgo,0.99,11 43 54.63,+07 55 32.5,
NGC 3844,,Galaxy,Leo,1.16,11 44 00.79,+20 01 45.6,13.87
NGC 3845,,Galaxy,Leo,0.95,11 44 05.47,+19 59 46.0,14.03
NGC 3846,,Galaxy,Ursa Major,0.97,11 44 29.08,+55 39 08.1,
NGC 3846A,,Galaxy,Ursa Major,1.94,11 44 14.82,+55 02 05.9,
NGC 3847,NGC 3856,Galaxy,Ursa Major,1.52,11 44 13.97,+33 30 52.3,
NGC 3848,NGC 3822,Duplicate,Virgo,,11 42 11.11,+10 16 40.0,
NGC 3849,IC 730,Galaxy,Virgo,0.67,11 45 35.25,+03 13 54.6,
NGC 3850,,Galaxy,Ursa Major,1.71,11 45 35.56,+55 53 12.8,
NGC 3851,,Galaxy,Leo,0.63,11 44 20.42,+19 58 51.1,
NGC 3852,NGC 3825,Duplicate,Virgo,,11 42 23.73,+10 15 50.9,
NGC 3853,,Galaxy,Leo,1.43,11 44 28.33,+16 33 29.2,12.43
NGC 3854,NGC 3865,Galaxy,Crater,1.87,11 44 52.05,-09 13 59.8,
NGC 3855,IC 2953,Galaxy,Ursa Major,1.22,11 44 25.78,+33 21 18.3,
NGC 3856,NGC 3847,Duplicate,Ursa Major,,11 44 13.97,+33 30 52.3,
NGC 3857,,Galaxy,Leo,0.90,11 44 50.15,+19 31 58.3,14.08
NGC 3858,NGC 3866,Galaxy,Crater,1.41,11 45 11.68,-09 18 50.3,
NGC 3859,,Galaxy,Leo,1.05,11 44 52.24,+19 27 15.1,14.14
NGC 3860,,Galaxy,Leo,1.32,11 44 49.16,+19 47 42.1,13.45
NGC 3861,,Galaxy,Leo,2.04,11 45 03.88,+19 58 25.3,12.75
NGC 3862,,Galaxy,Leo,1.09,11 45 05.01,+19 36 22.7,13.34
NGC 3863,,Galaxy,Virgo,2.51,11 45 05.52,+08 28 10.2,
NGC 3864,,Galaxy,Leo,0.77,11 45 15.68,+19 23 31.6,
NGC 3865,NGC 3854,Duplicate,Crater,,11 44 52.05,-09 13 59.8,
NGC 3866,NGC 3858,Duplicate,Crater,,11 45 11.68,-09 18 50.3,
NGC 3867,,Galaxy,Leo,1.44,11 45 29.62,+19 24 00.6,13.20
NGC 3868,,Galaxy,Leo,0.84,11 45 29.94,+19 26 40.9,
NGC 3869,,Galaxy,Leo,1.67,11 45 45.56,+10 49 28.6,
NGC 3870,,Galaxy,Ursa Major,1.03,11 45 56.60,+50 11 59.1,13.03
NGC 3871,IC 2959,Galaxy,Ursa Major,0.94,11 46 10.14,+33 06 31.5,
NGC 3872,,Galaxy,Leo,2.39,11 45 49.06,+13 46 00.1,11.71
NGC 3873,,Galaxy,Leo,1.14,11 45 46.10,+19 46 26.2,12.85
NGC 3874,,**,Virgo,,11 45 37.75,+08 34 26.1,
NGC 3875,,Galaxy,Leo,1.59,11 45 49.45,+19 46 02.7,
NGC 3876,,Galaxy,Virgo,1.12,11 45 26.67,+09 09 38.6,
NGC 3877,,Galaxy,Ursa Major,5.36,11 46 07.70,+47 29 39.6,11.00
NGC 3878,,Galaxy,Ursa Major,0.60,11 46 17.78,+33 12 16.1,
NGC 3879,,Galaxy,Draco,2.04,11 46 49.42,+69 23 01.3,
NGC 3880,,Galaxy,Ursa Major,0.94,11 46 22.23,+33 09 42.4,
NGC 3881,,Galaxy,Ursa Major,1.20,11 46 34.41,+33 06 23.1,
NGC 3882,,Galaxy,Centaurus,3.32,11 46 06.55,-56 23 17.3,11.81
NGC 3883,,Galaxy,Leo,1.77,11 46 47.18,+20 40 31.5,13.07
NGC 3884,,Galaxy,Leo,1.91,11 46 12.18,+20 23 29.9,12.59
NGC 3885,,Galaxy,Hydra,2.74,11 46 46.49,-27 55 19.8,11.87
NGC 3886,,Galaxy,Leo,1.35,11 47 05.60,+19 50 13.9,
NGC 3887,,Galaxy,Crater,3.27,11 47 04.57,-16 51 16.6,10.93
NGC 3888,,Galaxy,Ursa Major,1.61,11 47 34.37,+55 58 02.0,12.10
NGC 3889,,Galaxy,Ursa Major,0.73,11 47 48.13,+56 01 06.0,
NGC 3890,NGC 3939,Galaxy,Draco,0.87,11 49 19.85,+74 18 07.9,
NGC 3891,,Galaxy,Ursa Major,1.72,11 48 03.36,+30 21 33.6,12.76
NGC 3892,,Galaxy,Crater,3.08,11 48 00.99,-10 57 43.4,11.24
NGC 3893,,Galaxy,Ursa Major,2.69,11 48 38.19,+48 42 39.0,10.63
NGC 3894,,Galaxy,Ursa Major,2.66,11 48 50.36,+59 24 56.4,11.62
NGC 3895,,Galaxy,Ursa Major,1.19,11 49 04.03,+59 25 57.6,13.03
NGC 3896,,Galaxy,Ursa Major,1.39,11 48 56.39,+48 40 28.8,12.63
NGC 3897,,Galaxy,Ursa Major,1.53,11 48 59.46,+35 00 57.8,13.03
NGC 3898,,Galaxy,Ursa Major,3.47,11 49 15.37,+56 05 03.7,10.72
NGC 3899,NGC 3912,Galaxy,Leo,1.51,11 50 04.45,+26 28 45.3,
NGC 3900,,Galaxy,Leo,2.55,11 49 09.46,+27 01 19.3,11.44
NGC 3901,,Galaxy,Camelopardalis,1.37,11 42 49.72,+77 22 21.7,
NGC 3902,,Galaxy,Leo,1.27,11 49 18.76,+26 07 17.8,
NGC 3903,,Galaxy,Centaurus,1.28,11 49 03.54,-37 31 01.6,
NGC 3904,,Galaxy,Hydra,3.47,11 49 13.22,-29 16 36.3,10.79
NGC 3905,,Galaxy,Crater,1.89,11 49 04.91,-09 43 47.4,12.84
NGC 3906,,Galaxy,Ursa Major,1.35,11 49 40.50,+48 25 33.5,
NGC 3907,,Galaxy,Virgo,1.06,11 49 30.14,-01 05 11.5,13.64
NGC 3907B,,Galaxy,Virgo,1.49,11 49 23.54,-01 05 01.6,13.94
NGC 3908,,Galaxy,Leo,0.65,11 49 52.68,+12 11 09.3,
NGC 3909,,Open Cluster,Centaurus,6.60,11 50 08.14,-48 14 17.3,
NGC 3910,,Galaxy,Leo,1.43,11 49 59.31,+21 20 01.1,
NGC 3911,,Galaxy,Leo,0.87,11 49 22.09,+24 56 18.5,
NGC 3912,NGC 3899,Duplicate,Leo,,11 50 04.45,+26 28 45.3,
NGC 3913,IC 740,Galaxy,Ursa Major,1.64,11 50 38.94,+55 21 13.9,12.51
NGC 3914,,Galaxy,Virgo,0.84,11 50 32.65,+06 34 03.3,
NGC 3915,IC 2963,Galaxy,Virgo,1.90,11 49 24.53,-05 07 06.4,
NGC 3916,,Galaxy,Ursa Major,1.21,11 50 51.05,+55 08 37.1,
NGC 3917,,Galaxy,Ursa Major,4.61,11 50 45.43,+51 49 28.8,11.81
NGC 3918,,Planetary Nebula,Centaurus,0.32,11 50 17.95,-57 10 56.4,8.10
NGC 3919,,Galaxy,Leo,0.95,11 50 41.53,+20 00 54.7,
NGC 3920,,Galaxy,Leo,1.05,11 50 05.93,+24 55 12.0,
NGC 3921,,Galaxy,Ursa Major,2.02,11 51 06.87,+55 04 43.5,12.49
NGC 3922,NGC 3924,Galaxy,Ursa Major,1.91,11 51 13.43,+50 09 24.8,
NGC 3923,,Galaxy,Hydra,6.89,11 51 01.69,-28 48 21.7,9.60
NGC 3924,NGC 3922,Duplicate,Ursa Major,,11 51 13.43,+50 09 24.8,
NGC 3925,,Galaxy,Leo,1.23,11 51 20.97,+21 53 20.9,
NGC 3926,,Galaxy Pair,Leo,1.20,11 51 27.40,+22 01 37.0,
NGC 3926A,,Galaxy,Leo,0.62,11 51 26.56,+22 01 40.7,
NGC 3926B,,Galaxy,Leo,0.83,11 51 28.23,+22 01 33.5,
NGC 3927,NGC 3713,Duplicate,Leo,,11 31 42.02,+28 09 12.9,
NGC 3928,,Galaxy,Ursa Major,1.36,11 51 47.62,+48 40 59.3,12.48
NGC 3929,,Galaxy,Leo,0.58,11 51 42.53,+21 00 09.8,
NGC 3930,,Galaxy,Ursa Major,2.66,11 51 46.01,+38 00 54.4,
NGC 3931,NGC 3917A,Galaxy,Ursa Major,1.13,11 51 13.45,+52 00 03.1,
NGC 3932,,*,Ursa Major,,11 52 10.84,+48 37 13.4,
NGC 3933,,Galaxy,Leo,1.01,11 52 02.05,+16 48 34.9,13.55
NGC 3934,,Galaxy,Leo,0.92,11 52 12.56,+16 51 05.2,
NGC 3935,,Galaxy,Ursa Major,1.03,11 52 24.07,+32 24 13.7,
NGC 3936,,Galaxy,Hydra,4.55,11 52 20.59,-26 54 21.2,12.29
NGC 3937,,Galaxy,Leo,1.75,11 52 42.62,+20 37 52.7,12.48
NGC 3938,,Galaxy,Ursa Major,3.55,11 52 49.45,+44 07 14.6,10.36
NGC 3939,NGC 3890,Duplicate,Draco,,11 49 19.85,+74 18 07.9,
NGC 3940,,Galaxy,Leo,1.22,11 52 46.45,+20 59 21.4,12.85
NGC 3941,,Galaxy,Ursa Major,3.51,11 52 55.36,+36 59 10.8,10.37
NGC 3942,,Galaxy,Crater,1.34,11 51 30.14,-11 25 29.0,
NGC 3943,,Galaxy,Leo,0.97,11 52 56.57,+20 28 44.8,
NGC 3944,,Galaxy,Leo,1.07,11 53 05.08,+26 12 25.0,
NGC 3945,,Galaxy,Ursa Major,5.55,11 53 13.73,+60 40 32.0,10.75
NGC 3946,,Galaxy,Leo,0.66,11 53 20.63,+21 01 17.5,14.45
NGC 3947,,Galaxy,Leo,1.37,11 53 20.32,+20 45 06.2,13.20
NGC 3948,,*,Leo,,11 53 36.65,+20 57 02.8,
NGC 3949,,Galaxy,Ursa Major,2.26,11 53 41.72,+47 51 31.3,10.89
NGC 3950,,Galaxy,Ursa Major,0.40,11 53 41.41,+47 53 04.5,
NGC 3951,,Galaxy,Leo,1.02,11 53 41.25,+23 22 56.0,13.63
NGC 3952,IC 2972,Galaxy,Virgo,1.63,11 53 40.63,-03 59 47.5,13.02
NGC 3953,,Galaxy,Ursa Major,6.14,11 53 48.92,+52 19 36.4,10.10
NGC 3954,,Galaxy,Leo,0.91,11 53 41.68,+20 52 57.0,
NGC 3955,,Galaxy,Crater,4.15,11 53 57.15,-23 09 51.0,11.84
NGC 3956,,Galaxy,Crater,3.46,11 54 00.69,-20 34 02.4,12.46
NGC 3957,IC 2965,Galaxy,Crater,3.24,11 54 01.51,-19 34 08.0,
NGC 3958,,Galaxy,Ursa Major,1.26,11 54 33.68,+58 22 01.3,13.02
NGC 3959,,Galaxy,Crater,0.88,11 54 37.65,-07 45 23.4,
NGC 3960,,Open Cluster,Centaurus,6.00,11 50 33.21,-55 40 11.4,8.30
NGC 3961,,Galaxy,Draco,1.30,11 54 57.64,+69 19 48.4,
NGC 3962,,Galaxy,Crater,4.17,11 54 40.10,-13 58 30.1,10.65
NGC 3963,,Galaxy,Ursa Major,2.52,11 54 58.71,+58 29 37.1,12.01
NGC 3964,,Galaxy,Leo,0.89,11 54 53.48,+28 15 44.7,
NGC 3965,,Galaxy,Crater,0.60,11 54 23.11,-10 52 00.7,
NGC 3966,NGC 3986,Galaxy,Ursa Major,2.48,11 56 44.19,+32 01 18.4,
NGC 3967,,Galaxy,Crater,1.28,11 55 10.40,-07 50 37.6,
NGC 3968,,Galaxy,Leo,1.91,11 55 28.70,+11 58 06.1,
NGC 3969,,Galaxy,Crater,1.32,11 55 09.24,-18 55 38.7,
NGC 3970,,Galaxy,Crater,1.19,11 55 28.07,-12 03 40.6,
NGC 3971,NGC 3984,Galaxy,Ursa Major,1.05,11 55 36.39,+29 59 45.3,13.13
NGC 3972,,Galaxy,Ursa Major,3.67,11 55 45.09,+55 19 14.7,12.32
NGC 3973,,Galaxy,Leo,0.69,11 55 37.00,+11 59 50.6,
NGC 3974,,Galaxy,Crater,1.18,11 55 40.14,-12 01 38.8,
NGC 3975,,Galaxy,Ursa Major,0.76,11 55 53.69,+60 31 45.9,
NGC 3976,,Galaxy,Virgo,3.13,11 55 57.29,+06 44 58.0,
NGC 3977,NGC 3980,Galaxy,Ursa Major,1.53,11 56 07.20,+55 23 26.8,
NGC 3978,,Galaxy,Ursa Major,1.58,11 56 10.32,+60 31 21.1,12.74
NGC 3979,IC 2976,Galaxy,Virgo,1.23,11 56 01.05,-02 43 15.1,
NGC 3980,NGC 3977,Duplicate,Ursa Major,,11 56 07.20,+55 23 26.8,
NGC 3981,,Galaxy,Crater,3.32,11 56 07.45,-19 53 46.2,11.65
NGC 3982,,Galaxy,Ursa Major,2.13,11 56 28.13,+55 07 30.9,11.70
NGC 3983,,Galaxy,Leo,1.17,11 56 23.68,+23 52 04.6,
NGC 3984,NGC 3971,Duplicate,Ursa Major,,11 55 36.39,+29 59 45.3,
NGC 3985,,Galaxy,Ursa Major,1.06,11 56 42.11,+48 20 02.2,
NGC 3986,NGC 3966,Duplicate,Ursa Major,,11 56 44.19,+32 01 18.4,
NGC 3987,,Galaxy,Leo,2.72,11 57 20.92,+25 11 43.4,12.93
NGC 3988,,Galaxy,Leo,0.76,11 57 24.22,+27 52 39.1,
NGC 3989,,Galaxy,Leo,0.76,11 57 26.69,+25 13 59.1,
NGC 3990,,Galaxy,Ursa Major,1.38,11 57 35.56,+55 27 31.2,12.58
NGC 3991,,Galaxy Pair,Ursa Major,1.80,11 57 31.08,+32 20 16.0,
NGC 3991 NED01,NGC 3991S,Galaxy,Ursa Major,1.17,11 57 30.38,+32 20 01.8,13.12
NGC 3991 NED02,NGC 3991N,Galaxy,Ursa Major,0.83,11 57 31.73,+32 20 30.2,
NGC 3992,,Galaxy,Ursa Major,8.07,11 57 35.98,+53 22 28.3,9.88
NGC 3993,,Galaxy,Leo,1.68,11 57 37.82,+25 14 26.2,
NGC 3994,,Galaxy,Ursa Major,0.85,11 57 36.87,+32 16 39.4,12.80
NGC 3995,,Galaxy,Ursa Major,2.59,11 57 44.10,+32 17 38.6,12.41
NGC 3996,,Galaxy,Leo,0.83,11 57 46.06,+14 17 50.7,
NGC 3997,,Galaxy,Leo,1.10,11 57 48.23,+25 16 14.3,13.46
NGC 3998,,Galaxy,Ursa Major,2.78,11 57 56.13,+55 27 12.9,11.33
NGC 3999,,Galaxy,Leo,0.63,11 57 56.49,+25 04 05.8,
NGC 4000,,Galaxy,Leo,1.04,11 57 57.02,+25 08 40.1,
NGC 4001,,Galaxy,Ursa Major,0.59,11 58 06.78,+47 20 05.5,
NGC 4002,,Galaxy,Leo,1.34,11 57 59.30,+23 12 07.4,
NGC 4003,,Galaxy,Leo,1.04,11 57 59.04,+23 07 29.6,
NGC 4004,,Galaxy,Leo,1.17,11 58 05.23,+27 52 43.9,13.61
NGC 4004B,IC 2982,Galaxy,Leo,0.76,11 57 51.38,+27 52 07.2,
NGC 4005,NGC 4007,Galaxy,Leo,1.12,11 58 10.17,+25 07 20.1,13.14
NGC 4006,,Galaxy,Virgo,1.52,11 58 05.78,-02 07 12.3,
NGC 4007,NGC 4005,Duplicate,Leo,,11 58 10.17,+25 07 20.1,
NGC 4008,,Galaxy,Leo,2.07,11 58 17.04,+28 11 33.0,12.02
NGC 4009,,*,Leo,,11 58 15.05,+25 11 23.1,
NGC 4010,,Galaxy,Ursa Major,3.07,11 58 37.89,+47 15 41.4,
NGC 4011,,Galaxy,Leo,0.77,11 58 25.43,+25 05 51.5,
NGC 4012,,Galaxy,Virgo,1.73,11 58 27.53,+10 01 17.4,
NGC 4013,,Galaxy,Ursa Major,4.89,11 58 31.38,+43 56 47.7,11.31
NGC 4014,NGC 4028,Galaxy,Coma Berenices,1.63,11 58 35.81,+16 10 38.3,
NGC 4015,,Galaxy Pair,Coma Berenices,1.40,11 58 42.90,+25 02 25.0,
NGC 4015 NED01,,Galaxy,Coma Berenices,1.62,11 58 42.60,+25 02 11.8,
NGC 4015 NED02,,Galaxy,Coma Berenices,0.78,11 58 43.22,+25 02 37.8,
NGC 4016,,Galaxy,Coma Berenices,0.76,11 58 29.02,+27 31 43.6,
NGC 4017,,Galaxy,Coma Berenices,1.57,11 58 45.67,+27 27 08.8,
NGC 4018,,Galaxy,Coma Berenices,1.39,11 58 40.70,+25 18 59.1,13.81
NGC 4019,IC 755,Galaxy,Coma Berenices,1.48,12 01 10.42,+14 06 15.5,
NGC 4020,,Galaxy,Ursa Major,1.87,11 58 56.67,+30 24 42.8,
NGC 4021,,Galaxy,Coma Berenices,0.93,11 59 02.59,+25 04 59.6,
NGC 4022,,Galaxy,Coma Berenices,1.00,11 59 01.01,+25 13 22.1,
NGC 4023,,Galaxy,Coma Berenices,0.92,11 59 05.47,+24 59 20.3,
NGC 4024,,Galaxy,Corvus,1.75,11 58 31.25,-18 20 48.6,11.80
NGC 4025,,Galaxy,Ursa Major,1.42,11 59 10.19,+37 47 36.3,13.63
NGC 4026,,Galaxy,Ursa Major,4.41,11 59 25.19,+50 57 42.1,10.78
NGC 4027,,Galaxy,Corvus,3.54,11 59 30.17,-19 15 54.8,11.17
NGC 4027A,,Galaxy,Corvus,1.11,11 59 29.39,-19 19 55.2,14.51
NGC 4028,NGC 4014,Duplicate,Coma Berenices,,11 58 35.81,+16 10 38.3,
NGC 4029,,Galaxy,Virgo,1.25,12 00 03.17,+08 10 54.2,
NGC 4030,,Galaxy,Virgo,3.78,12 00 23.63,-01 06 00.3,10.51
NGC 4031,,Galaxy,Ursa Major,0.67,12 00 31.35,+31 56 51.3,
NGC 4032,,Galaxy,Coma Berenices,1.35,12 00 32.82,+20 04 26.2,12.47
NGC 4033,,Galaxy,Corvus,2.59,12 00 34.74,-17 50 33.4,11.79
NGC 4034,,Galaxy,Draco,1.45,12 01 29.66,+69 19 26.1,
NGC 4035,,Galaxy,Corvus,1.23,12 00 29.34,-15 56 53.1,
NGC 4036,,Galaxy,Ursa Major,4.85,12 01 26.75,+61 53 44.8,10.84
NGC 4037,,Galaxy,Coma Berenices,2.38,12 01 23.67,+13 24 03.7,
NGC 4038,,Galaxy,Corvus,5.42,12 01 53.01,-18 52 03.4,10.20
NGC 4039,,Galaxy,Corvus,5.36,12 01 53.51,-18 53 10.3,
NGC 4040,,Galaxy,Coma Berenices,1.20,12 02 05.44,+17 49 23.6,
NGC 4041,,Galaxy,Ursa Major,2.57,12 02 12.20,+62 08 14.0,11.08
NGC 4042,,Galaxy,Coma Berenices,0.41,12 02 46.78,+20 09 47.7,
NGC 4043,,Galaxy,Virgo,0.95,12 02 22.96,+04 19 47.3,
NGC 4044,,Galaxy,Virgo,1.12,12 02 29.51,-00 12 44.7,
NGC 4045,NGC 4046,Galaxy,Virgo,2.55,12 02 42.24,+01 58 36.5,11.81
NGC 4045A,,Galaxy,Virgo,0.92,12 02 42.69,+01 57 08.0,14.29
NGC 4046,NGC 4045,Duplicate,Virgo,,12 02 42.24,+01 58 36.5,
NGC 4047,,Galaxy,Ursa Major,1.53,12 02 50.68,+48 38 10.3,
NGC 4048,,Galaxy,Coma Berenices,0.67,12 02 50.19,+18 00 56.1,
NGC 4049,,Galaxy,Coma Berenices,1.16,12 02 54.70,+18 45 09.0,
NGC 4050,,Galaxy,Corvus,3.43,12 02 53.95,-16 22 25.0,11.79
NGC 4051,,Galaxy,Ursa Major,4.89,12 03 09.61,+44 31 52.8,11.37
NGC 4052,,Open Cluster,Crux,5.10,12 02 05.19,-63 13 24.5,8.80
NGC 4053,,Galaxy,Coma Berenices,1.06,12 03 11.57,+19 43 43.8,
NGC 4054,,GTrpl,Ursa Major,1.00,12 03 13.10,+57 53 40.0,
NGC 4054 NED01,,Galaxy,Ursa Major,0.65,12 03 12.46,+57 53 36.4,
NGC 4054 NED02,,Galaxy,Ursa Major,0.43,12 03 13.42,+57 53 53.0,
NGC 4054 NED03,,Galaxy,Ursa Major,0.62,12 03 13.83,+57 53 26.0,
NGC 4055,NGC 4061,Galaxy,Coma Berenices,0.92,12 04 01.48,+20 13 56.4,
NGC 4056,,Galaxy,Coma Berenices,0.63,12 03 57.77,+20 18 45.0,
NGC 4057,NGC 4065,Galaxy,Coma Berenices,1.29,12 04 06.17,+20 14 06.3,12.57
NGC 4058,,Galaxy,Virgo,1.39,12 03 49.06,+03 32 53.6,
NGC 4059,NGC 4070,Duplicate,Coma Berenices,,12 04 11.30,+20 24 35.4,
NGC 4060,,Galaxy,Coma Berenices,0.55,12 04 01.00,+20 20 14.7,
NGC 4061,NGC 4055,Duplicate,Coma Berenices,,12 04 01.48,+20 13 56.4,
NGC 4062,,Galaxy,Ursa Major,4.14,12 04 03.83,+31 53 44.9,11.15
NGC 4063,,Galaxy,Virgo,0.92,12 04 05.99,+01 50 49.1,
NGC 4064,,Galaxy,Coma Berenices,3.22,12 04 11.16,+18 26 36.3,11.33
NGC 4065,NGC 4057,Duplicate,Coma Berenices,,12 04 06.17,+20 14 06.3,
NGC 4066,,Galaxy,Coma Berenices,1.16,12 04 09.42,+20 20 52.6,
NGC 4067,,Galaxy,Virgo,1.13,12 04 11.54,+10 51 15.8,
NGC 4068,IC 757,Galaxy,Ursa Major,1.92,12 04 00.78,+52 35 17.8,12.71
NGC 4069,,Galaxy,Coma Berenices,0.49,12 04 06.04,+20 19 25.6,
NGC 4070,NGC 4059,Galaxy,Coma Berenices,1.24,12 04 11.30,+20 24 35.4,
NGC 4071,,Planetary Nebula,Musca,1.05,12 04 15.77,-67 18 36.4,13.00
NGC 4072,,Galaxy,Coma Berenices,0.44,12 04 13.84,+20 12 35.0,
NGC 4073,,Galaxy,Virgo,2.09,12 04 27.07,+01 53 45.5,11.51
NGC 4074,,Galaxy,Coma Berenices,0.55,12 04 29.68,+20 18 58.4,14.44
NGC 4075,,Galaxy,Virgo,1.21,12 04 37.83,+02 04 21.1,
NGC 4076,,Galaxy,Coma Berenices,0.87,12 04 32.52,+20 12 17.8,13.45
NGC 4077,NGC 4140,Galaxy,Virgo,1.26,12 04 38.05,+01 47 15.8,
NGC 4078,NGC 4107,Galaxy,Virgo,1.17,12 04 47.64,+10 35 44.1,
NGC 4079,,Galaxy,Virgo,1.73,12 04 49.85,-02 22 56.6,
NGC 4080,,Galaxy,Coma Berenices,1.23,12 04 51.83,+26 59 33.1,
NGC 4081,NGC 4125A,Galaxy,Ursa Major,1.43,12 04 33.91,+64 26 12.3,13.06
NGC 4082,,Galaxy,Virgo,0.78,12 05 11.45,+10 40 14.2,
NGC 4083,,Galaxy,Virgo,0.88,12 05 14.05,+10 36 47.6,
NGC 4084,,Galaxy,Coma Berenices,1.08,12 05 15.26,+21 12 52.0,
NGC 4085,,Galaxy,Ursa Major,2.22,12 05 22.71,+50 21 10.6,12.37
NGC 4086,,Galaxy,Coma Berenices,1.17,12 05 29.37,+20 14 48.3,
NGC 4087,,Galaxy,Hydra,2.00,12 05 35.33,-26 31 21.5,
NGC 4088,,Galaxy,Ursa Major,7.01,12 05 34.19,+50 32 20.5,10.60
NGC 4089,,Galaxy,Coma Berenices,0.86,12 05 37.43,+20 33 20.6,
NGC 4090,,Galaxy,Coma Berenices,1.12,12 05 27.92,+20 18 31.5,
NGC 4091,,Galaxy,Coma Berenices,0.94,12 05 40.09,+20 33 20.6,
NGC 4092,,Galaxy,Coma Berenices,1.01,12 05 50.11,+20 28 37.2,13.57
NGC 4093,,Galaxy,Coma Berenices,0.75,12 05 51.47,+20 31 19.1,
NGC 4094,,Galaxy,Corvus,4.40,12 05 53.96,-14 31 35.1,12.01
NGC 4095,,Galaxy,Coma Berenices,1.36,12 05 54.22,+20 34 21.1,
NGC 4096,,Galaxy,Ursa Major,5.65,12 06 01.13,+47 28 42.4,10.57
NGC 4097,,Galaxy,Ursa Major,1.22,12 06 02.51,+36 51 49.2,
NGC 4098,NGC 4099,Galaxy Pair,Coma Berenices,1.20,12 06 03.90,+20 36 22.0,
NGC 4098 NED01,,Galaxy,Coma Berenices,1.32,12 06 03.58,+20 36 29.1,
NGC 4098 NED02,,Galaxy,Coma Berenices,1.23,12 06 04.22,+20 36 14.1,
NGC 4099,NGC 4098,Duplicate,Coma Berenices,,12 06 03.90,+20 36 22.0,
NGC 4100,,Galaxy,Ursa Major,4.56,12 06 08.45,+49 34 57.7,11.09
NGC 4101,,Galaxy,Coma Berenices,1.18,12 06 10.57,+25 33 25.2,
NGC 4102,,Galaxy,Ursa Major,2.94,12 06 22.99,+52 42 39.9,11.87
NGC 4103,,Open Cluster,Crux,7.80,12 06 39.57,-61 15 00.3,7.40
NGC 4104,,Galaxy,Coma Berenices,2.50,12 06 38.97,+28 10 27.1,12.14
NGC 4105,,Galaxy,Hydra,4.33,12 06 40.77,-29 45 36.8,10.62
NGC 4106,,Galaxy,Hydra,4.14,12 06 44.80,-29 46 05.9,11.30
NGC 4107,NGC 4078,Duplicate,Virgo,,12 04 47.64,+10 35 44.1,
NGC 4108,,Galaxy,Draco,1.63,12 06 44.57,+67 09 47.1,
NGC 4108A,,Galaxy,Draco,1.28,12 05 49.66,+67 15 07.5,
NGC 4108B,,Galaxy,Draco,1.33,12 07 11.62,+67 14 06.6,
NGC 4109,,Galaxy,Canes Venatici,0.70,12 06 51.12,+42 59 44.3,
NGC 4110,,Galaxy,Coma Berenices,1.31,12 07 03.45,+18 31 54.2,
NGC 4111,,Galaxy,Canes Venatici,1.78,12 07 03.13,+43 03 56.6,10.81
NGC 4112,,Galaxy,Centaurus,1.70,12 07 09.47,-40 12 29.4,12.71
NGC 4113,NGC 4122,Galaxy,Coma Berenices,0.81,12 07 08.48,+32 59 45.2,
NGC 4114,,Galaxy,Corvus,2.16,12 07 12.29,-14 11 07.7,
NGC 4115,,*,Coma Berenices,,12 07 09.55,+14 24 23.6,
NGC 4116,,Galaxy,Virgo,2.57,12 07 37.15,+02 41 25.8,12.02
NGC 4117,,Galaxy,Canes Venatici,1.58,12 07 46.11,+43 07 34.9,14.30
NGC 4118,,Galaxy,Canes Venatici,0.69,12 07 52.87,+43 06 39.8,
NGC 4119,IC 3011,Galaxy,Virgo,1.58,12 08 09.62,+10 22 44.0,11.50
NGC 4120,,Galaxy,Draco,1.57,12 08 31.02,+69 32 41.4,
NGC 4121,,Galaxy,Draco,0.52,12 07 56.63,+65 06 50.2,12.99
NGC 4122,NGC 4113,Duplicate,Coma Berenices,,12 07 08.48,+32 59 45.2,
NGC 4123,,Galaxy,Virgo,3.18,12 08 11.11,+02 52 41.8,11.39
NGC 4124,NGC 4119,Duplicate,Virgo,,12 08 09.62,+10 22 44.0,
NGC 4125,,Galaxy,Draco,5.87,12 08 06.02,+65 10 26.9,9.71
NGC 4126,,Galaxy,Coma Berenices,0.81,12 08 37.44,+16 08 34.0,
NGC 4127,,Galaxy,Camelopardalis,1.51,12 08 26.36,+76 48 14.5,
NGC 4128,,Galaxy,Draco,2.21,12 08 32.33,+68 46 03.4,11.96
NGC 4129,NGC 4130,Galaxy,Virgo,2.58,12 08 53.22,-09 02 11.4,12.48
NGC 4130,NGC 4129,Duplicate,Virgo,,12 08 53.22,-09 02 11.4,
NGC 4131,,Galaxy,Coma Berenices,1.36,12 08 47.29,+29 18 17.2,13.27
NGC 4132,,Galaxy,Coma Berenices,1.14,12 09 01.40,+29 15 00.4,13.99
